,open_time,open,high,low,close,volume,close_time,c1,c2,c3,c4,c5
0,1616198400000,58030.01,58879.18,57820.17,58724.01,3818.970887,1616205599999,222988157.86651126,218723,2070.857532,120903756.78360966,0.0
1,1616205600000,58724.02,58913.98,58179.05,58367.74,2662.241727,1616212799999,155784563.3950004,115289,1210.474821,70843781.74114798,0.0
2,1616212800000,58367.75,58606.63,58050.0,58131.57,2096.27806,1616219999999,122229300.572009,83384,991.899881,57839092.82743202,0.0
3,1616220000000,58131.57,58536.84,57980.0,58402.41,2575.829982,1616227199999,150227561.44256124,95377,1206.029422,70341705.82085174,0.0
4,1616227200000,58402.41,58899.0,58402.4,58780.02,4000.313823,1616234399999,234848724.65023667,153025,2167.713696,127266945.60678717,0.0
5,1616234400000,58780.03,59299.0,58577.0,59242.47,3801.205324,1616241599999,223974160.1326475,131935,2014.318057,118705457.20545116,0.0
6,1616241600000,59242.91,59880.0,58610.62,59033.13,6507.295019,1616248799999,386018552.18655586,234443,3388.965041,201085649.1977671,0.0
7,1616248800000,59027.95,59722.0,58755.3,59244.52,5036.616141,1616255999999,298395891.6176019,190397,2516.651871,149101116.1347998,0.0
8,1616256000000,59244.51,59300.0,58901.66,59138.44,3608.903968,1616263199999,213320477.47851473,162776,1785.626357,105543648.80744931,0.0
9,1616263200000,59138.43,59474.89,59104.28,59272.82,2449.532031,1616270399999,145210187.23824018,94931,1223.03734,72503155.33612856,0.0
10,1616270400000,59272.83,59381.7,58131.55,58728.76,4512.423604,1616277599999,264648910.56067154,142250,2038.496534,119572047.64721367,0.0
11,1616277600000,58728.75,58800.0,57966.85,58102.28,3407.33121,1616284799999,198888605.91103503,101601,1598.376171,93317636.01480524,0.0
12,1616284800000,58100.02,58589.1,57811.41,58180.0,3296.403911,1616291999999,192100454.02035373,111643,1543.266015,89947099.21674058,0.0
13,1616292000000,58179.99,58180.0,57363.07,57790.0,4045.318113,1616299199999,233646227.82598606,143120,1806.941242,104374599.11579555,0.0
14,1616299200000,57790.0,57797.45,56717.81,57129.99,4714.227721,1616306399999,269436235.0422055,136065,2222.366721,126997417.22558527,0.0
15,1616306400000,57130.0,57413.66,56668.0,56972.68,3075.221644,1616313599999,175625688.7062058,172385,1468.890758,83898701.83035156,0.0
16,1616313600000,56972.68,57325.45,55450.11,55963.32,5961.631276,1616320799999,336856363.6699812,194235,2625.130918,148408681.31893167,0.0
17,1616320800000,55960.52,56384.33,55605.94,56267.65,5091.0793,1616327999999,285718435.8159452,140157,2598.845436,145863310.42191583,0.0
18,1616328000000,56270.13,57362.68,55870.23,57026.8,5811.033511,1616335199999,328859039.7458275,207373,2930.752786,165800760.4170426,0.0
19,1616335200000,57021.95,57539.0,57000.05,57159.04,3319.879988,1616342399999,190061657.4315686,143210,1685.779146,96518965.5524254,0.0
20,1616342400000,57159.04,57415.0,56750.0,57249.14,3830.615896,1616349599999,219021294.8900984,149796,1870.040823,106923460.73202042,0.0
21,1616349600000,57249.13,57676.0,57186.82,57513.18,2818.860182,1616356799999,161954687.46492296,99328,1542.710659,88644931.66288035,0.0
22,1616356800000,57517.0,58098.99,57474.46,58087.79,3353.204378,1616363999999,193920800.35011858,173534,1730.925147,100114624.01191024,0.0
23,1616364000000,58085.41,58113.0,57128.89,57351.56,3246.994354,1616371199999,187022244.66059637,102700,1623.292025,93496639.77123903,0.0
24,1616371200000,57351.56,57449.47,56289.0,56623.19,4679.821071,1616378399999,265657534.08798236,134129,2183.827918,123992383.70956884,0.0
25,1616378400000,56623.2,57647.89,56418.55,57563.63,2966.592304,1616385599999,169347651.88709602,92127,1442.927268,82376807.66789581,0.0
26,1616385600000,57564.17,57831.41,57315.22,57597.39,2632.690626,1616392799999,151572941.89549613,86346,1381.505168,79548980.57694024,0.0
27,1616392800000,57597.39,57895.78,57513.41,57576.5,2882.831082,1616399999999,166416591.49596477,147811,1463.748001,84498000.31011762,0.0
28,1616400000000,57576.51,57703.29,57024.13,57372.0,3604.562617,1616407199999,206593134.0821154,120504,1780.090335,102015562.05979328,0.0
29,1616407200000,57372.01,58430.73,57282.0,57713.79,4962.532104,1616414399999,287665139.9090988,172247,2551.743703,147911405.0548464,0.0
30,1616414400000,57713.79,57761.0,56521.01,56969.98,6825.512346,1616421599999,390081211.6522763,182965,3476.135047,198645018.12300345,0.0
31,1616421600000,56969.98,57279.26,56778.52,57083.0,4132.65883,1616428799999,235791604.55624616,150855,1894.454669,108099343.95573571,0.0
32,1616428800000,57082.99,57195.0,56191.19,57080.31,4989.727844,1616435999999,283089214.9559731,188972,2425.734266,137628444.8804656,0.0
33,1616436000000,57080.31,57175.11,55508.0,55524.99,6240.299924,1616443199999,350952188.05026615,173617,2907.267664,163569026.47499758,0.0
34,1616443200000,55524.99,56000.0,54179.99,54566.77,9988.101808,1616450399999,548703276.5766456,297050,4774.792337,262342755.03873286,0.0
35,1616450400000,54566.77,54871.14,53650.0,54083.25,8676.295613,1616457599999,471609025.17649215,180722,4466.832652,242951352.71690315,0.0
36,1616457600000,54083.25,55344.26,53777.68,55120.83,6247.937088,1616464799999,341601631.24400574,140189,3154.709662,172570348.74663165,0.0
37,1616464800000,55120.83,55145.05,54379.96,54684.83,4275.420568,1616471999999,233996254.9626181,106570,2218.505589,121425027.35028309,0.0
38,1616472000000,54683.6,54780.02,53111.66,53532.25,6631.54643,1616479199999,357090527.45391774,180968,3026.790723,163049687.27553812,0.0
39,1616479200000,53532.26,54277.78,53000.0,54161.34,6713.88317,1616486399999,359367821.5639421,180986,3291.513186,176285455.9738366,0.0
40,1616486400000,54166.12,54698.3,53821.79,54607.86,4244.493624,1616493599999,230414361.26105875,128276,2082.113198,113027908.9375422,0.0
41,1616493600000,54602.43,54865.37,54060.79,54249.81,4059.705245,1616500799999,221461915.6675634,122228,2016.230462,109987920.98512244,0.0
42,1616500800000,54249.8,55450.0,54234.96,55263.36,5628.731468,1616507999999,310061345.7507425,159016,2835.321782,156139621.10522217,0.0
43,1616508000000,55263.35,55367.34,54744.86,55165.19,4216.496919,1616515199999,232401704.11378813,132957,2048.336364,112901465.80746984,0.0
44,1616515200000,55165.2,55767.01,54830.01,55710.87,4773.46599,1616522399999,264848221.88285524,152692,2397.031972,132997676.07495943,0.0
45,1616522400000,55705.78,55830.9,54825.42,55008.46,4727.73112,1616529599999,261586887.0774829,150070,2337.989886,129348724.0503678,0.0
46,1616529600000,55008.45,55080.16,54190.1,54646.59,4769.119511,1616536799999,260608621.72567412,152845,2534.427124,138499620.5302331,0.0
47,1616536800000,54646.58,54906.78,54299.95,54340.89,3500.834294,1616543999999,191211482.11381274,133552,1620.439792,88488693.98205017,0.0
48,1616544000000,54342.8,54669.35,53511.39,54466.36,4948.375738,1616551199999,267452336.3924138,131359,2431.262562,131414496.8020034,0.0
49,1616551200000,54466.38,54769.44,54051.35,54350.54,3423.623491,1616558399999,186419829.09974888,89933,1463.231065,79674957.22883053,0.0
50,1616558400000,54350.54,54580.0,53783.23,54100.0,3688.151859,1616565599999,199707277.31686455,129075,1837.691347,99505072.87179199,0.0
51,1616565600000,54100.0,55612.92,53700.0,55464.2,8438.196862,1616572799999,463294150.8839189,198988,4332.994147,237803909.18880314,0.0
52,1616572800000,55464.46,56662.08,55452.14,56404.73,8302.64188,1616579999999,466776263.86425304,257237,4167.040187,234294709.73378092,0.0
53,1616580000000,56405.11,56600.54,56028.0,56541.03,4944.154505,1616587199999,278640182.16345906,129101,2509.90739,141460625.39142424,0.0
54,1616587200000,56536.08,57200.0,56368.42,56759.91,6749.984936,1616594399999,383784945.4588332,236430,3472.003797,197423061.5664683,0.0
55,1616594400000,56761.86,56929.99,56000.0,56298.12,5468.760075,1616601599999,308929396.6213629,201222,2771.209794,156545692.5265594,0.0
56,1616601600000,56298.12,56422.02,55570.82,56125.89,5953.734742,1616608799999,333545668.0591829,172688,2678.822994,150048618.80897442,0.0
57,1616608800000,56125.9,56370.14,54666.66,54736.53,6087.109896,1616615999999,337198919.4565387,169176,2952.292274,163535916.9326506,0.0
58,1616616000000,54736.52,54743.38,53202.0,53749.99,10635.395693,1616623199999,573568485.5991081,285419,4794.868706,258650040.31545192,0.0
59,1616623200000,53749.99,53749.99,51700.0,52303.65,14897.335344,1616630399999,783842159.1307771,401360,5911.805804,311029577.44008183,0.0
60,1616630400000,52303.66,52900.0,51748.08,51830.21,8114.042068,1616637599999,425039462.55346596,207923,3509.471752,183913378.91960803,0.0
61,1616637600000,51831.13,52561.65,51500.0,52122.86,6692.55373,1616644799999,348720435.7397559,208156,3494.399813,182061041.99516854,0.0
62,1616644800000,52131.51,52850.0,51905.58,52686.15,5179.152142,1616651999999,271798097.4013742,109207,2680.958173,140679804.9369254,0.0
63,1616652000000,52686.15,53287.0,52200.0,52270.71,5041.931601,1616659199999,266579913.33431262,158665,2452.546535,129678125.26620175,0.0
64,1616659200000,52270.72,53000.0,52101.0,52944.42,5084.089336,1616666399999,267267490.57621148,125252,2558.643362,134550009.14055037,0.0
65,1616666400000,52944.95,53160.85,52134.27,52163.19,5395.880326,1616673599999,284675884.6029439,123397,2727.880054,143993841.3667219,0.0
66,1616673600000,52163.2,52408.64,50427.56,51653.76,17393.982154,1616680799999,890678430.6017321,325092,8325.12687,426118942.65751594,0.0
67,1616680800000,51649.9,52066.21,50620.0,50996.15,9935.32334,1616687999999,509422059.78991425,225887,5017.050216,257276475.8319568,0.0
68,1616688000000,50996.15,51811.13,50550.0,51620.6,8380.979185,1616695199999,429593983.9725093,210471,4060.205697,208153437.95715335,0.0
69,1616695200000,51620.61,52532.0,51500.0,52195.19,5916.667127,1616702399999,307944090.49321604,139634,3111.172128,161957331.59920558,0.0
70,1616702400000,52195.19,52700.0,51820.0,52437.1,4198.005521,1616709599999,219398084.6863626,123939,2082.34412,108868267.543362,0.0
71,1616709600000,52437.21,52720.24,51220.72,51293.78,6067.928008,1616716799999,315209251.2060619,141802,2927.599013,152100912.37265655,0.0
72,1616716800000,51293.78,52350.0,51214.6,52255.41,5158.614668,1616723999999,268303306.94830564,132536,2736.480747,142379083.84920976,0.0
73,1616724000000,52255.41,52723.68,51551.0,52407.19,4493.091652,1616731199999,233943889.11409023,110875,2126.52706,110773082.12154184,0.0
74,1616731200000,52407.19,52899.01,52172.34,52825.67,4433.144689,1616738399999,233107824.1777654,122912,2084.299831,109602702.93792722,0.0
75,1616738400000,52822.29,53600.9,52400.86,53569.85,6115.659621,1616745599999,323794830.8905786,149112,3109.345046,164685268.07994944,0.0
76,1616745600000,53569.24,53826.48,53164.34,53331.62,6295.821647,1616752799999,336788815.1536251,198114,3005.324143,160795236.0264707,0.0
77,1616752800000,53331.62,53579.98,52570.0,52710.96,6789.291818,1616759999999,360054059.0632796,220227,3385.679369,179584079.7060727,0.0
78,1616760000000,52710.95,53325.35,52508.19,53316.82,5180.47281,1616767199999,274540032.5703455,142750,2765.307278,146554196.48174983,0.0
79,1616767200000,53316.81,53542.0,53108.36,53308.27,4348.515889,1616774399999,231779229.97191638,130357,2154.316131,114830647.03193282,0.0
80,1616774400000,53315.54,54060.24,52888.81,53823.98,6963.9671,1616781599999,373814769.3177641,174582,3576.114283,192014838.63908076,0.0
81,1616781600000,53826.34,53913.79,53463.49,53778.55,3530.397465,1616788799999,189434383.04675165,101707,1685.875034,90458800.31277965,0.0
82,1616788800000,53773.38,54599.66,53773.38,54574.41,5441.329323,1616795999999,294806290.9522271,162901,2623.976295,142201955.28768927,0.0
83,1616796000000,54574.4,55073.46,54292.0,55025.59,5063.46801,1616803199999,276668709.5449881,127077,2569.300021,140446152.8627118,0.0
84,1616803200000,55025.59,55555.0,54558.67,54682.64,6352.109942,1616810399999,349635559.18626875,136750,3273.032434,180236016.9420944,0.0
85,1616810400000,54682.64,54886.51,54495.12,54760.97,2271.704924,1616817599999,124293463.98881254,72667,1101.228738,60256481.21013936,0.0
86,1616817600000,54759.96,55378.7,54660.11,55177.81,3672.766751,1616824799999,202004237.95431918,91012,1827.080326,100497437.10312314,0.0
87,1616824800000,55177.89,55283.65,54733.65,54950.28,3176.211066,1616831999999,174727825.82934397,90487,1499.991104,82519948.4611569,0.0
88,1616832000000,54950.27,55146.23,54641.63,55013.42,2878.128589,1616839199999,157955339.83627868,90430,1418.531611,77868438.09455426,0.0
89,1616839200000,55013.42,55105.85,54311.6,54442.89,4538.475699,1616846399999,248100931.0644869,119608,2257.410121,123441033.4049034,0.0
90,1616846400000,54442.89,54847.47,53950.0,54735.64,4843.615285,1616853599999,262832792.6731929,136311,2408.073024,130685484.83335547,0.0
91,1616853600000,54735.64,55041.79,54376.08,54961.85,3386.716153,1616860799999,185340828.5593171,133488,1767.345292,96743612.5998499,0.0
92,1616860800000,54961.85,56271.0,54949.27,56084.74,7756.776934,1616867999999,432599752.2520146,260816,4204.066737,234447575.68364716,0.0
93,1616868000000,56081.46,56086.0,55556.0,55765.01,2989.863328,1616875199999,166772142.18219948,102683,1439.818296,80318914.10376358,0.0
94,1616875200000,55765.01,56700.36,55675.0,56433.17,4343.987323,1616882399999,244019133.26274952,146989,1819.32608,102085201.95645662,0.0
95,1616882400000,56433.17,56605.93,55730.0,55817.14,3895.119061,1616889599999,218788169.0729472,147535,1724.044708,96865172.85747941,0.0
96,1616889600000,55817.14,56200.0,55572.0,56068.69,3601.247568,1616896799999,201262699.5201748,138195,1787.024142,99890900.71984412,0.0
97,1616896800000,56068.69,56161.67,55738.17,56052.05,2560.962223,1616903999999,143259956.09361815,103514,1269.839687,71042216.22761165,0.0
98,1616904000000,56052.52,56496.0,56052.52,56269.49,2574.151249,1616911199999,144809065.89694667,98044,1327.6626,74684579.9384473,0.0
99,1616911200000,56264.9,56400.01,55831.43,56200.66,2466.275885,1616918399999,138320486.42259976,81324,1199.596759,67265151.69025722,0.0
100,1616918400000,56200.66,56559.75,55976.99,56114.95,2793.3666,1616925599999,157163763.77664718,104492,1360.525383,76558847.90039037,0.0
101,1616925600000,56117.75,56181.83,55683.56,55787.03,3213.099129,1616932799999,179740981.16009727,133661,1466.79927,82050891.730357,0.0
102,1616932800000,55787.02,56000.0,55291.13,55750.0,3527.27954,1616939999999,196208487.19189698,119217,1673.709962,93124175.74371877,0.0
103,1616940000000,55750.0,56375.19,55500.25,56354.35,3603.837829,1616947199999,201554206.65840814,198367,1984.415703,110987958.28818525,0.0
104,1616947200000,56356.98,56490.0,55803.19,55967.73,3990.118147,1616954399999,224010769.49423873,195929,2078.897676,116719063.20770837,0.0
105,1616954400000,55967.73,56000.0,54691.84,55208.69,5333.632567,1616961599999,294790453.8713812,197402,2418.828916,133661573.32645737,0.0
106,1616961600000,55208.7,55370.45,54743.18,55140.01,2758.021609,1616968799999,151755225.1034209,94165,1360.062385,74843616.42545082,0.0
107,1616968800000,55140.01,55884.4,55000.0,55777.63,2628.395165,1616975999999,145901234.25578684,86973,1335.363452,74130570.7605806,0.0
108,1616976000000,55777.65,56013.76,54977.8,55241.28,3669.312055,1616983199999,203503162.1837857,108090,1873.674469,103938633.25168616,0.0
109,1616983200000,55241.29,55554.4,55151.26,55371.6,2955.261853,1616990399999,163707379.08329615,99266,1392.250901,77115930.8687184,0.0
110,1616990400000,55371.61,55522.0,54848.98,55048.8,3854.309056,1616997599999,212628503.69974008,89895,2005.979896,110692793.18772607,0.0
111,1616997600000,55048.8,56167.37,54800.01,55911.99,5544.713228,1617004799999,308281062.8037885,128752,2854.378159,158705070.9481924,0.0
112,1617004800000,55911.99,58225.0,55911.99,57922.2,11317.558489,1617011999999,646691966.560409,318576,6129.90266,350207114.4057306,0.0
